#{"t_start": 1727524353.952538, "env_id": "BipedalWalker-v3"}
r,l,t
-39.225405,1600,1342.71816
-15.181365,1600,1343.290155
-32.187336,1600,1344.192667
-30.871334,1600,1344.99778
-25.238598,1600,1345.799635
-37.584841,1600,1346.34371
-89.438093,228,1346.695238
-88.024112,223,1346.778023
-29.633,1600,1347.352038
-27.434909,1600,1348.221976
-27.163756,1600,1349.068386
-70.656974,743,1349.293552
-89.527756,205,1349.633809
-6.829366,1600,1350.185641
-22.65439,1600,1351.127994
-90.778662,230,1351.202145
-35.049545,1600,1352.010929
-40.942384,1600,1352.835202
-24.417877,1600,1353.65559
-87.929127,217,1353.734498
-23.327299,1600,1354.25599
-88.234777,204,1354.593641
-35.73165,1600,1355.13126
-49.0025,1600,1355.974226
-6.600132,1600,1356.769243
-25.404062,1600,1357.591917
-27.10009,1600,1358.185416
-27.157822,1600,1359.035259
-20.15747,1600,1359.850979
-20.683942,1600,1360.632983
-13.434738,1600,1361.410246
-1.391098,1600,1361.941976
-26.558358,1600,1362.779071
-19.705109,1600,1363.597758
-36.458545,1600,1364.402075
-95.380882,241,1364.492171
-19.966472,1600,1365.28581
-18.068212,1600,1365.872054
-11.328991,1600,1366.680876
-13.739529,1600,1367.519833
-26.273947,1600,1368.337768
-33.261334,1600,1368.845138
-21.785678,1600,1369.674723
-20.65569,1600,1370.527023
-12.589934,1600,1371.327198
-88.543229,244,1371.41467
-31.843188,1600,1372.233236
-92.694966,103,1372.273381
-93.522948,119,1372.317949
-28.526451,1600,1373.123266
-31.055529,1600,1373.661334
-89.617315,283,1374.053037
-17.091306,1600,1374.599958
-13.262636,1600,1375.443976
-22.81888,1600,1376.278373
-21.998458,1600,1377.071226
-18.557669,1600,1377.601822
-34.081917,1600,1378.421172
-22.348266,1600,1379.292718
-21.256435,1600,1380.128422
-18.233236,1600,1380.933331
-16.448865,1600,1381.473259
-20.089816,1600,1382.296092
-21.299138,1600,1383.136757
-29.870154,1600,1383.948584
-90.390116,251,1384.047216
-29.492681,1600,1384.865938
-24.439348,1600,1385.402934
-31.505112,1600,1386.235529
-9.760264,1600,1387.043047
-24.343519,1600,1387.8635
-92.338609,295,1387.980087
-88.684803,237,1388.06529
-22.150215,1600,1388.897917
-14.439437,1600,1389.708925
-90.61439,239,1389.798847
-90.503915,274,1389.906268
-26.101558,1600,1390.735671
-12.104108,1600,1391.28727
-26.093532,1600,1392.13508
-90.075457,266,1392.222131
-90.09179,238,1392.298616
-29.665429,1600,1393.157947
-89.975524,259,1393.238835
-22.72788,1600,1394.11507
-10.981353,1600,1394.932087
-17.991852,1600,1395.739975
-11.070238,1600,1396.287801
-13.807764,1600,1397.126658
-91.21487,255,1397.205988
-91.868713,305,1397.29809
-14.788536,1600,1398.138813
-93.895113,375,1398.253799
-87.261407,198,1398.596929
-20.145689,1600,1399.158448
-28.383574,1600,1400.010889
-87.673049,232,1400.086629
-13.640173,1600,1400.953175
-49.630087,1600,1401.766059
-91.912286,277,1401.87302
-27.645973,1600,1402.712201
-16.725154,1600,1403.254231
-78.351404,392,1403.677769
-90.868861,279,1403.785557
-23.814079,1600,1404.602167
-17.23811,1600,1405.156746
-32.440074,1600,1406.013115
-14.257512,1600,1406.874338
-92.175559,275,1406.970769
-15.280986,1600,1407.804079
-12.377867,1600,1408.619235
-13.440448,1600,1409.167684
-24.31504,1600,1410.03375
-18.515699,1600,1410.884778
-98.142796,60,1410.907797
-15.241638,1600,1411.748106
-28.992164,1600,1412.592456
-95.231802,364,1412.734304
-91.036038,242,1412.829771
-20.890974,1600,1413.634361
-11.366382,1600,1414.168054
-6.512724,1600,1415.017832
-18.25828,1600,1415.877414
-21.351326,1600,1416.708142
-91.594004,277,1416.814545
-22.343789,1600,1417.650771
-90.924034,285,1417.762362
-24.791,1600,1418.569444
-90.507106,279,1418.677217
-90.521941,239,1418.769486
-86.045175,496,1418.945857
-7.292053,1600,1419.766248
-18.756835,1600,1420.560361
-30.926556,1600,1421.14146
-90.663205,233,1421.493987
-90.931398,257,1421.589334
-92.099264,311,1421.71225
-88.81478,210,1421.792698
-91.959693,267,1421.891227
-21.994766,1600,1422.706188
-90.229202,257,1422.79953
-23.817723,1600,1423.612877
-89.380795,253,1423.709871
-21.814867,1600,1424.563463
-91.031915,274,1424.673545
-20.700232,1600,1425.505189
-38.445321,1600,1426.044531
-22.368406,1600,1426.886343
-91.109301,299,1426.981448
-28.009563,1600,1427.836638
-93.282277,289,1427.931259
-17.755627,1600,1428.765821
-24.417957,1600,1429.621673
-1.938988,1600,1430.420874
-90.893339,248,1430.514483
-21.096794,1600,1431.061924
-28.946613,1600,1431.885522
-15.852115,1600,1432.762843
-12.060872,1600,1433.575792
-35.004383,1600,1434.398643
-21.449869,1600,1434.960602
-64.108509,1600,1435.789446
-114.625918,950,1436.360077
-20.253347,1600,1436.902718
-55.667395,1600,1437.734417
-12.478609,1600,1438.60717
-23.083384,1600,1439.405159
-30.578078,1600,1439.927399
-55.902345,1600,1440.746115
-35.347308,1600,1441.562837
-14.662356,1600,1442.37926
-31.976116,1600,1443.178507
-50.744959,1600,1443.708042
-29.508434,1600,1444.521795
-32.720562,1600,1445.329968
-36.682713,1600,1446.122117
-32.243543,1600,1446.906731
-31.37581,1600,1447.448605
-89.548323,150,1447.495057
-29.55524,1600,1448.328086
-89.560386,179,1448.38476
-88.26491,246,1448.476838
-89.698677,162,1448.545381
-89.149046,172,1448.953472
-91.539695,92,1448.990954
-89.67035,136,1449.043312
-91.939858,104,1449.083961
-89.017734,255,1449.182559
-89.953571,260,1449.278167
-91.183608,93,1449.311008
-93.007881,94,1449.344232
-94.076991,310,1449.446228
-92.514982,92,1449.476513
-90.090444,180,1449.532086
-90.172514,159,1449.58143
-90.942006,93,1449.60959
-7.396734,1600,1450.443453
-92.85563,176,1450.498024
-19.031794,1600,1451.338012
-98.885293,73,1451.362376
-32.364709,1600,1452.170007
-89.450268,146,1452.222211
-93.521897,377,1452.346305
-89.966685,263,1452.43013
-92.847968,196,1452.491374
-25.971842,1600,1453.313694
-28.069421,1600,1454.161142
-19.323504,1600,1454.990884
-90.838497,249,1455.08764
-29.335293,1600,1455.938279
-19.599903,1600,1456.49563
-22.415953,1600,1457.329342
-12.773174,1600,1458.183403
-89.309652,251,1458.267024
-31.661555,1600,1459.088516
-11.178412,1600,1459.939918
-23.292577,1600,1460.492549
-21.030524,1600,1461.335221
-29.651966,1600,1462.182823
-15.046899,1600,1463.118402
-9.759724,1600,1463.952235
-8.536998,1600,1464.518777
-87.837264,267,1464.602924
-18.665356,1600,1465.449593
-25.839799,1600,1466.308489
-23.814905,1600,1467.219215
-10.330333,1600,1468.098104
-90.461464,274,1468.207014
-24.974408,1600,1469.034496
-19.704346,1600,1469.614346
-17.845725,1600,1470.524439
-29.017365,1600,1471.345817
-31.22751,1600,1472.164687
-89.972086,260,1472.26579
-24.939951,1600,1473.099948
-89.011952,233,1473.18901
-26.359751,1600,1473.717078
-32.273513,1600,1474.550396
-5.247383,1600,1475.433913
-44.804558,1600,1476.230745
-26.235156,1600,1477.053315
-24.743818,1600,1477.60622
-48.531413,1600,1478.474852
-20.732397,1600,1479.316903
-28.130299,1600,1480.131552
-32.227938,1600,1480.669269
-31.57643,1600,1481.538274
-10.311465,1600,1482.409605
-25.458424,1600,1483.208882
-85.225443,198,1483.280957
-42.787265,1600,1484.084265
-91.803481,169,1484.149162
-24.904737,1600,1484.941449
-25.634221,1600,1485.509949
-13.76621,1600,1486.395927
-13.363904,1600,1487.238866
-32.597638,1600,1488.018474
-28.227298,1600,1488.552605
-11.798573,1600,1489.418887
-29.511822,1600,1490.266245
-91.671002,159,1490.319791
-9.969934,1600,1491.1697
-28.416884,1600,1492.016571
-22.604226,1600,1492.578837
-9.496975,1600,1493.434384
-27.882913,1600,1494.258197
-20.753322,1600,1495.067346
-21.410791,1600,1495.87227
-10.430884,1600,1496.467934
-19.894106,1600,1497.293188
-20.211678,1600,1498.11409
-21.036139,1600,1498.965146
-22.434272,1600,1499.517513
-90.342516,148,1499.842556
-15.757856,1600,1500.383932
-23.740113,1600,1501.233136
-37.811907,1600,1502.104713
-22.175388,1600,1502.907199
-19.771106,1600,1503.430749
-50.122071,1600,1504.249707
-27.08737,1600,1505.059845
-29.289841,1600,1505.852583
-12.287604,1600,1506.647076
-21.269167,1600,1507.183395
-91.239531,278,1507.268784
-87.927047,162,1507.607877
-96.141032,73,1507.636798
-17.79266,1600,1508.195345
-14.852933,1600,1509.017959
-7.863801,1600,1509.855228
-25.132216,1600,1510.665191
-50.846762,1600,1511.441099
-13.739892,1600,1511.990116
-50.669349,1600,1512.824531
-20.622843,1600,1513.762918
-55.87513,1600,1514.566407
-54.030364,1600,1515.085362
-14.454683,1600,1515.970155
-55.338335,1600,1516.813213
-42.791714,1600,1517.61265
-85.801681,1600,1518.478866
-51.660336,1600,1519.02422
-66.880454,1600,1519.878625
-11.105685,1600,1520.763795
-46.960131,1600,1521.564453
-48.801106,1600,1522.08889
-88.682728,122,1522.41064
-48.684053,1600,1522.950664
-47.513404,1600,1523.768094
-12.919029,1600,1524.663151
-27.721189,1600,1525.55853
-32.723723,1600,1526.130058
-68.392693,1600,1526.966487
-49.038589,1600,1527.784327
-45.063443,1600,1528.587351
-48.213495,1600,1529.391263
-96.320984,80,1529.43293
-91.06161,115,1529.479112
-35.909527,1600,1530.008133
-15.078123,1600,1530.882031
-12.272509,1600,1531.747242
-40.66732,1600,1532.550362
-25.302196,1600,1533.401635
-14.865903,1600,1533.990718
-54.344347,1600,1534.851306
-23.113066,1600,1535.709069
-89.036349,197,1535.780436
-19.623868,1600,1536.66206
-26.045323,1600,1537.478704
-37.011281,1600,1538.043237
-42.832417,1600,1538.886951
-37.465852,1600,1539.748553
-49.107744,1600,1540.586946
-39.46587,1600,1541.126877
-32.691427,1600,1541.984576
-29.752041,1600,1542.826595
-52.595358,1600,1543.656572
-38.605702,1600,1544.475407
-46.699343,1600,1545.030027
-48.390827,1600,1545.879271
-40.72617,1600,1546.726665
-36.649607,1600,1547.5403
-27.505626,1600,1548.081411
-89.84803,219,1548.448823
-27.092458,1600,1549.010026
-5.916264,1600,1549.911677
-35.045706,1600,1550.775895
-40.565991,1600,1551.582359
-52.780746,1600,1552.415858
-19.095537,1600,1552.988126
-26.380313,1600,1553.825908
-24.816042,1600,1554.654219
-35.620514,1600,1555.460225
-104.196189,250,1555.563755
-100.999418,161,1555.628861
-96.530134,82,1555.663535
-95.893917,85,1555.697342
-100.447529,145,1555.75193
-88.153022,263,1555.84507
-125.303152,153,1555.896222
-94.25052,105,1555.930872
-96.376235,139,1555.976988
-95.109861,96,1556.009397
-98.260187,114,1556.046273
-97.207389,108,1556.081245
-102.347786,138,1556.419813
-49.552131,1600,1556.976969
-29.838955,1600,1557.87086
-92.336182,116,1557.911088
-54.312434,1600,1558.736944
-89.737116,181,1558.803495
-90.401701,132,1558.849496
-25.93692,1600,1559.696753
-101.064733,157,1559.754135
-96.676226,77,1559.785396
-97.606867,77,1559.814315
-77.651209,409,1559.950001
-86.857815,243,1560.027802
-88.991413,263,1560.10941
-26.686293,1600,1560.967502
-89.637428,259,1561.050687
-12.382252,1600,1561.946744
-15.276668,1600,1562.766333
-27.750366,1600,1563.579237
-20.910388,1600,1564.110597
-23.424977,1600,1564.958965
-48.025934,1600,1565.819178
-38.432112,1600,1566.704895
-19.813444,1600,1567.538314
-94.916785,88,1567.573009
-88.671623,146,1567.631656
-94.72524,82,1567.666668
-94.645303,83,1567.699479
-8.513879,1600,1568.538293
-96.255835,71,1568.566549
-97.495849,73,1568.595216
-97.635712,75,1568.625149
-97.242447,69,1568.652571
-96.206672,73,1568.682692
-98.627719,69,1568.710685
-97.767161,75,1568.74078
-97.219686,66,1568.76587
-96.929255,76,1568.794256
-96.663847,73,1568.821256
-96.734338,75,1568.848788
-95.828909,76,1568.875362
-98.141881,65,1568.898271
-98.249592,72,1568.924138
-97.305212,77,1568.951071
-97.233291,74,1568.975292
-97.252646,73,1568.999673
-96.543382,71,1569.023059
-97.012601,71,1569.046533
-96.466951,72,1569.069843
-97.679117,77,1569.094342
-97.274804,69,1569.11632
-97.955073,73,1569.139657
-97.114201,73,1569.162621
-97.358317,62,1569.182152
-96.929105,74,1569.486737
-96.505291,73,1569.514026
-98.022412,74,1569.542665
-98.159101,73,1569.57103
-97.829798,72,1569.599046
-99.854341,65,1569.624759
-96.382739,75,1569.654032
-99.591021,69,1569.681317
-99.632967,64,1569.707604
-97.646682,71,1569.736007
-98.469178,68,1569.762645
-98.107688,73,1569.789826
-98.086652,75,1569.817388
-97.838739,75,1569.844987
-101.447329,60,1569.867371
-98.396029,71,1569.891936
-99.372309,67,1569.915252
-97.72412,73,1569.940726
-97.403708,80,1569.967329
-100.141652,70,1569.990429
-98.484842,73,1570.014247
-98.089964,74,1570.03838
-98.246345,72,1570.062085
-97.738048,73,1570.085013
-97.249254,77,1570.109148
-97.797908,73,1570.132106
-97.91071,74,1570.155337
-96.969714,80,1570.180201
-98.874433,71,1570.202033
-98.935088,78,1570.513904
-106.109378,74,1570.54176
-105.38715,75,1570.571193
-105.002973,71,1570.598861
-104.148445,70,1570.626255
-102.138889,70,1570.653595
-104.3735,75,1570.683007
-104.653643,72,1570.711109
-103.123522,69,1570.738437
-102.837306,75,1570.767771
-104.642691,70,1570.795205
-104.687645,75,1570.82261
-103.174336,71,1570.848566
-106.396993,75,1570.875805
-105.46146,79,1570.903134
-103.540536,77,1570.929509
-106.517634,74,1570.955146
-104.796708,74,1570.979538
-104.666115,72,1571.003321
-104.653759,70,1571.026356
-106.861141,72,1571.050195
-103.46111,73,1571.073481
-104.632821,70,1571.095659
-104.083662,71,1571.118044
-100.819827,69,1571.139697
-104.310446,71,1571.162293
-104.972933,73,1571.185277
-107.038651,74,1571.207705
-105.6288,77,1571.516761
-100.666283,67,1571.542573
-101.01823,65,1571.5681
-104.399081,73,1571.59673
-100.877752,68,1571.623407
-101.688984,71,1571.651286
-103.183996,68,1571.678017
-99.433927,69,1571.705203
-104.19606,67,1571.731819
-101.529462,67,1571.758271
-100.554758,67,1571.784702
-104.001538,62,1571.808177
-106.96715,72,1571.835013
-102.233545,67,1571.859723
-105.366567,68,1571.884384
-99.979923,67,1571.907724
-98.623921,76,1571.935452
-103.172065,61,1571.95715
-102.477136,64,1571.979277
-103.521151,63,1572.000752
-101.809586,65,1572.025332
-101.143253,67,1572.047877
-99.381343,68,1572.070173
-96.51548,77,1572.094348
-102.247654,67,1572.115806
-100.632339,68,1572.137265
-103.293023,62,1572.157177
-95.993828,76,1572.180948
-98.300788,70,1572.202575
-100.904513,66,1572.222716
-102.218885,67,1572.536016
-99.529244,62,1572.559635
-98.276302,62,1572.58442
-102.338038,56,1572.606935
-102.658701,77,1572.637757
-100.588214,57,1572.660426
-97.513035,69,1572.687589
-99.927299,62,1572.712268
-100.337091,67,1572.740571
-99.224304,71,1572.768538
-98.758351,68,1572.795372
-98.902778,68,1572.822592
-102.401453,56,1572.843666
-100.543488,61,1572.866455
-100.151963,68,1572.891671
-99.672264,62,1572.914226
-100.000123,70,1572.93865
-101.844905,53,1572.957571
-99.724695,62,1572.97921
-99.288883,71,1573.00309
-102.327229,54,1573.021273
-100.464732,65,1573.042752
-99.914392,63,1573.063739
-99.949876,63,1573.084649
-98.389494,64,1573.105589
-100.855711,66,1573.126696
-98.911282,65,1573.147291
-98.10384,75,1573.170879
-99.602285,67,1573.192232
-98.575293,70,1573.214404
-99.014379,66,1573.234777
-99.68764,72,1573.535624
-97.884289,68,1573.561392
-96.881074,69,1573.587538
-97.720426,70,1573.615371
-97.810573,68,1573.642328
-96.173478,71,1573.670411
-97.726533,69,1573.697851
-97.264482,70,1573.725514
-97.269898,70,1573.753245
-96.706259,71,1573.781449
-97.83247,70,1573.809244
-97.793234,68,1573.835596
-98.364619,68,1573.861
-98.167551,69,1573.886839
-96.484361,82,1573.917157
-97.873148,69,1573.941367
-98.661438,68,1573.965066
-97.575369,68,1573.9889
-97.224972,71,1574.012664
-96.465441,69,1574.035338
-97.466037,69,1574.058212
-97.528642,82,1574.085476
-96.827219,70,1574.108034
-97.569289,69,1574.129888
-96.486305,72,1574.152829
-97.661292,70,1574.175034
-97.833665,69,1574.196937
-96.284865,71,1574.219223
-96.557203,70,1574.240536
-97.029646,70,1574.261902
-96.897776,78,1574.569482
-98.303003,68,1574.596557
-97.430501,69,1574.624074
-98.049083,68,1574.65114
-97.483553,70,1574.678617
-98.300769,69,1574.705999
-98.091044,69,1574.733192
-97.119207,70,1574.760881
-97.960037,69,1574.788374
-98.126823,69,1574.815815
-98.160553,70,1574.842609
-97.879061,68,1574.868008
-97.45852,81,1574.898414
-97.179863,69,1574.923494
-97.668141,67,1574.947092
-97.156837,69,1574.971275
-98.064226,69,1574.995677
-97.98573,69,1575.018794
-98.333725,67,1575.041044
-98.204123,69,1575.063973
-97.603284,69,1575.086846
-96.194925,70,1575.110029
-97.520217,68,1575.131689
-98.17797,68,1575.153641
-97.317084,70,1575.175806
-97.776087,69,1575.198875
-97.867698,69,1575.22113
-97.982536,71,1575.243655
-97.348089,79,1575.268276
-97.790526,68,1575.572821
-98.008004,67,1575.598296
-96.627977,69,1575.625795
-97.147816,82,1575.659023
-97.616643,69,1575.686381
-98.52804,68,1575.713227
-97.849865,68,1575.740207
-98.002008,69,1575.767425
-97.958159,68,1575.794573
-97.714543,69,1575.821928
-97.766707,70,1575.849565
-96.611478,70,1575.87548
-98.093375,68,1575.90074
-98.022981,69,1575.926327
-96.533877,71,1575.951674
-96.838712,70,1575.976127
-97.771305,68,1575.99997
-98.163936,69,1576.023727
-97.673458,69,1576.046593
-97.91092,69,1576.070407
-98.113529,69,1576.093649
-97.491997,68,1576.117997
-97.817555,68,1576.141119
-96.854957,70,1576.164014
-97.266854,69,1576.186112
-97.57664,69,1576.208049
-97.454154,69,1576.230053
-98.00894,68,1576.251807
-97.952481,69,1576.273617
-97.28482,70,1576.578568
-97.700459,68,1576.60429
-96.473802,69,1576.631118
-95.933465,67,1576.658172
-97.339824,68,1576.68518
-98.183881,68,1576.712074
-97.233639,68,1576.739751
-96.570377,68,1576.766762
-97.13346,69,1576.794101
-97.18078,68,1576.821138
-97.555637,69,1576.848734
-96.100404,67,1576.874497
-98.510824,69,1576.900127
-96.968091,69,1576.925807
-96.559928,68,1576.95069
-97.833461,68,1576.974493
-96.570067,70,1576.999176
-97.367478,68,1577.023328
-97.275941,68,1577.046307
-97.835089,68,1577.068893
-97.633254,68,1577.091437
-96.877135,68,1577.114154
-96.596247,69,1577.137157
-97.181712,69,1577.159418
-96.377493,70,1577.181863
-97.401001,67,1577.203564
-97.493314,68,1577.225208
-97.288458,68,1577.24697
-97.359936,69,1577.268232
-97.00447,67,1577.289121
-97.268243,69,1577.594507
-97.387556,75,1577.622746
-96.610042,71,1577.649598
-95.908626,70,1577.677658
-96.412839,71,1577.705633
-96.316372,70,1577.733328
-96.109536,69,1577.761279
-135.013491,241,1577.852154
-96.475488,72,1577.879834
-105.916729,164,1577.936675
-96.237276,71,1577.96263
-97.459633,77,1577.990031
-133.180232,154,1578.043271
-96.59362,70,1578.066632
-105.412163,123,1578.105529
-133.836631,164,1578.158507
-96.721491,82,1578.184622
-104.552576,159,1578.232142
-96.580595,71,1578.254772
-97.061691,81,1578.280143
-96.536635,71,1578.301626
-95.802231,72,1578.608193
-96.909477,76,1578.63724
-95.935197,72,1578.666008
-96.655925,73,1578.69484
-97.47081,74,1578.724946
-95.849821,69,1578.75247
-96.076615,68,1578.779596
-96.219244,69,1578.806728
-96.104867,68,1578.833919
-95.979283,70,1578.861652
-95.964542,69,1578.887681
-95.741421,69,1578.913475
-96.040902,68,1578.938881
-95.834621,70,1578.96431
-96.690372,70,1578.988764
-95.999463,69,1579.012774
-96.006211,75,1579.039731
-96.021326,69,1579.063597
-96.182912,71,1579.087366
-97.009326,76,1579.112697
-97.262001,77,1579.138346
-96.113484,70,1579.161784
-96.333301,70,1579.184172
-96.42822,71,1579.206696
-97.317198,75,1579.231267
-96.153934,70,1579.253588
-96.100146,69,1579.27559
-133.900226,272,1579.64531
-96.681618,70,1579.673258
-95.847676,69,1579.70075
-96.10995,70,1579.728746
-96.653455,74,1579.758105
-96.733978,71,1579.786174
-96.594429,70,1579.814082
-134.09513,202,1579.891274
-95.834364,70,1579.917376
-97.205233,71,1579.944813
-96.947445,70,1579.971176
-96.665169,70,1579.996257
-96.496396,73,1580.023322
-96.546732,70,1580.048382
-97.721785,75,1580.075252
-97.100982,70,1580.098931
-96.516302,71,1580.122806
-95.882967,71,1580.146767
-98.910427,71,1580.171005
-96.643522,71,1580.194527
-105.626322,216,1580.258609
-105.661268,120,1580.29522
-96.667097,72,1580.317496
-57.827362,1600,1581.20013
-96.589738,72,1581.223355
-97.636716,71,1581.245937
-96.272161,71,1581.268604
-97.044865,71,1581.290567
-96.464716,71,1581.31259
-97.073852,71,1581.334332
-97.110593,71,1581.64262
-95.876152,76,1581.672193
-96.527585,73,1581.700694
-96.280812,74,1581.730502
-97.010164,75,1581.760979
-95.922891,73,1581.790145
-96.580668,77,1581.820733
-95.917204,72,1581.849849
-96.309725,73,1581.879274
-96.246775,74,1581.90929
-96.016032,69,1581.936868
-96.470807,73,1581.963991
-96.459326,74,1581.991447
-96.658339,75,1582.019171
-96.190608,75,1582.045928
-96.288451,74,1582.072011
-95.999068,74,1582.097958
-95.948458,69,1582.122437
-96.603511,73,1582.14693
-96.492762,74,1582.171575
-96.182628,75,1582.196631
-96.283628,75,1582.221746
-98.335823,80,1582.247906
-95.992542,72,1582.270916
-96.692789,72,1582.293847
-95.85389,74,1582.31766
-96.273857,76,1582.342193
-96.753705,73,1582.365685
-96.07215,72,1582.678964
-96.814823,78,1582.710611
-97.248713,78,1582.742541
-96.620754,76,1582.773159
-97.352786,75,1582.803441
-96.9806,78,1582.83493
-96.752135,73,1582.86404
-97.350769,75,1582.894468
-96.329757,72,1582.923109
-96.184551,73,1582.952345
-96.923624,75,1582.980536
-96.67741,77,1583.009501
-96.924945,79,1583.039345
-96.061671,72,1583.065721
-97.051506,76,1583.09359
-97.050497,76,1583.121196
-96.547444,77,1583.14799
-96.337489,71,1583.171754
-96.467266,74,1583.19647
-96.798943,73,1583.221035
-96.11389,75,1583.246193
-97.160213,79,1583.272271
-96.514102,73,1583.295718
-96.538545,76,1583.320267
-96.699983,70,1583.342781
-96.342785,69,1583.365194
-96.680037,76,1583.388815
-96.037476,74,1583.695239
-97.698313,74,1583.723625
-97.628652,75,1583.753346
-97.545257,78,1583.784786
-97.688985,73,1583.814193
-98.494548,75,1583.844547
-97.892522,72,1583.874108
-97.101303,75,1583.90468
-96.922823,76,1583.935606
-97.098907,76,1583.966427
-97.626507,74,1583.995421
-96.848684,76,1584.024197
-96.925863,75,1584.052589
-97.099948,78,1584.081276
-97.83516,71,1584.106821
-97.30523,75,1584.133484
-97.896542,75,1584.160272
-97.180379,75,1584.185604
-97.601307,75,1584.210987
-97.879446,76,1584.236545
-97.704101,78,1584.263382
-98.325947,71,1584.286338
-97.192066,75,1584.310439
-97.370129,78,1584.335676
-97.854367,73,1584.359472
-98.36886,73,1584.383244
-96.98984,77,1584.407544
-97.810297,74,1584.43084
-98.233961,73,1584.737741
-97.432227,75,1584.766781
-96.56606,73,1584.795731
-96.405633,107,1584.836977
-96.540808,74,1584.866313
-96.857966,73,1584.895194
-96.381412,71,1584.923988
-94.666332,93,1584.960056
-97.404185,73,1584.990227
-96.718645,74,1585.01945
-96.375044,73,1585.046605
-96.155078,71,1585.072914
-96.200726,72,1585.099793
-96.712747,72,1585.125537
-96.755535,74,1585.151545
-96.53106,70,1585.176101
-97.284765,76,1585.20268
-96.549834,72,1585.226368
-98.306388,73,1585.250846
-96.850503,73,1585.274896
-97.590904,74,1585.299362
-97.861067,73,1585.322771
-97.625267,71,1585.347487
-95.44802,82,1585.373546
-95.970774,79,1585.400125
-97.047669,74,1585.424457
-96.83503,69,1585.447086
-98.110225,72,1585.755484
-96.225623,71,1585.783396
-96.036173,70,1585.811367
-96.594104,71,1585.839613
-97.354064,79,1585.871501
-95.156763,74,1585.900778
-96.25755,70,1585.928669
-108.067924,77,1585.959842
-100.019546,71,1585.98767
-96.91171,71,1586.015826
-96.627117,70,1586.042583
-94.649771,77,1586.070773
-94.871437,78,1586.099175
-97.634408,73,1586.125622
-95.024082,78,1586.152372
-94.702639,77,1586.179027
-96.557625,70,1586.203511
-95.003621,77,1586.228941
-96.603601,71,1586.253307
-96.417303,70,1586.276662
-96.584983,71,1586.300393
-96.451898,70,1586.323696
-96.514208,70,1586.34595
-94.890572,78,1586.370649
-96.158736,71,1586.393295
-97.014154,72,1586.416774
-96.356016,71,1586.439338
-96.675192,72,1586.461663
-96.52657,73,1586.769176
-95.019171,80,1586.798741
-96.403917,71,1586.827042
-96.894641,70,1586.854727
-94.43101,78,1586.885337
-96.63199,71,1586.9135
-95.996161,72,1586.942362
-96.451499,71,1586.970403
-96.76144,71,1586.999941
-96.404089,69,1587.028348
-96.279548,72,1587.056853
-96.153765,69,1587.082589
-94.982766,77,1587.110657
-96.83484,71,1587.136822
-97.187425,73,1587.163286
-94.311672,77,1587.189807
-96.603474,72,1587.214783
-96.725724,73,1587.240298
-96.526047,71,1587.263822
-96.850021,74,1587.288793
-97.178252,69,1587.311818
-96.20437,68,1587.334531
-96.660134,71,1587.357659
-96.453458,70,1587.380014
-100.23193,73,1587.402941
-95.929376,72,1587.425943
-96.908517,71,1587.44884
-94.982766,75,1587.472241
-96.246835,72,1587.783168
-96.678305,71,1587.810836
-110.397183,586,1588.025409
-96.022844,68,1588.052859
-97.415523,76,1588.082649
-96.328407,73,1588.109677
-96.558426,73,1588.136991
-123.054651,142,1588.186651
-95.863291,71,1588.211421
-96.690609,72,1588.236885
-95.849273,69,1588.260721
-111.741802,70,1588.284032
-71.885078,1600,1589.143313
-103.388088,128,1589.186464
-64.631615,1600,1590.029919
-97.607367,76,1590.061022
-96.643072,70,1590.088145
-103.092845,189,1590.154059
-97.598046,78,1590.182158
-103.398364,234,1590.258285
-105.25424,273,1590.342108
-95.895545,71,1590.366327
-94.893717,75,1590.390098
-96.070965,68,1590.411884
-22.946591,1600,1591.230409
-96.666177,80,1591.257892
-101.844427,77,1591.283027
-107.901917,79,1591.308712
-95.271034,83,1591.335554
-105.273111,110,1591.369949
-112.062656,74,1591.393084
-98.174328,79,1591.4181
-96.012962,77,1591.44193
-104.23655,99,1591.762592
-102.602881,111,1591.804724
-103.69221,90,1591.840183
-102.310627,153,1591.898162
-105.063437,85,1591.931372
-102.677405,139,1591.986038
-105.293323,81,1592.022095
-102.287899,121,1592.069832
-103.012462,125,1592.114652
-110.95758,916,1592.40904
-102.908533,126,1592.447755
-102.498077,121,1592.766738
-103.631102,178,1592.83343
-96.831159,92,1592.870186
-100.193881,155,1592.929635
-122.4649,180,1592.999046
-98.211108,108,1593.040763
-116.279533,102,1593.07852
-103.921609,173,1593.138499
-103.838244,131,1593.182023
-97.247896,111,1593.220122
-96.544978,109,1593.256051
-95.880858,97,1593.288203
-96.766264,93,1593.319067
-132.194449,222,1593.387055
-96.288524,108,1593.421159
-116.403135,134,1593.462844
-97.115802,116,1593.782416
-96.390484,97,1593.820177
-115.129594,109,1593.863113
-96.561844,99,1593.902249
-96.818667,118,1593.947924
-95.770465,98,1593.986704
-95.907842,97,1594.024939
-96.3075,114,1594.066939
-95.824458,96,1594.102629
-23.83907,1600,1594.896546
-96.392049,109,1594.940734
-97.810978,121,1594.988145
-115.188243,101,1595.028247
-95.839117,97,1595.064701
-97.82616,121,1595.108968
-97.929364,110,1595.147345
-104.410812,196,1595.210875
-96.599949,113,1595.2482
